"TradeNumber","common.Side","Quantity","Price","PnlForTrade","CumulativePnl"
"1854","Sell","2.4839","8.0419","-0.0243","1004.5869"
"1855","Sell","2.487","8.0452","0.0085","1004.5954"
"1856","Sell","2.4867","8.0364","-0.0162","1004.5792"
"1857","Sell","2.4852","8.0396","-0.0204","1004.5588"
"1858","Sell","2.4951","8.0391","0.0585","1004.6173"
"1859","Sell","2.4936","8.0384","0.0444","1004.6617"
"1860","Sell","2.4931","8.0173","-0.0125","1004.6492"
"1861","Sell","2.4932","8.027","0.0127","1004.6619"
"1862","Sell","2.4886","8.0328","-0.0092","1004.6527"
"1863","Sell","2.4835","8.0564","0.0082","1004.6609"
"1864","Sell","2.4827","8.0597","0.0097","1004.6706"
"1865","Sell","2.4823","8.0626","0.0134","1004.684"
"1866","Sell","2.4813","8.0454","-0.0372","1004.6468"
"1867","Sell","2.4912","8.0416","0.0334","1004.6802"
"1868","Sell","2.4885","8.0382","0.0032","1004.6834"
"1869","Sell","2.4938","8.0177","-0.0057","1004.6777"
"1870","Sell","2.4972","7.9997","-0.0232","1004.6545"
"1871","Sell","2.5018","7.9815","-0.0318","1004.6227"
"1872","Sell","2.5051","7.9122","-0.1789","1004.4438"
"1873","Sell","2.5303","7.8965","-0.0192","1004.4246"
"1874","Sell","2.5272","7.9323","0.0465","1004.4711"
"1875","Sell","2.5197","7.9102","-0.0682","1004.4029"
"1876","Sell","2.5339","7.8956","0.0063","1004.4092"
"1877","Sell","2.5263","7.9151","-0.0043","1004.4049"
"1878","Sell","2.5314","7.9344","0.085","1004.4899"
"1879","Sell","2.5233","7.91","-0.0409","1004.449"
"1880","Sell","2.5311","7.8923","-0.0235","1004.4255"
"1881","Sell","2.5356","7.8522","-0.0899","1004.3356"
"1882","Sell","2.5477","7.8144","-0.0911","1004.2445"
"1883","Sell","2.5602","7.8157","0.0097","1004.2542"
"1884","Sell","2.5506","7.8579","0.0421","1004.2963"
"1885","Sell","2.5431","7.8867","0.0564","1004.3527"
"1886","Sell","2.5407","7.8492","-0.0571","1004.2956"
"1887","Sell","2.5507","7.8374","-0.0094","1004.2862"
"1888","Sell","2.5483","7.8612","0.0324","1004.3186"
"1889","Sell","2.5411","7.876","0.014","1004.3326"
"1890","Sell","2.5447","7.8476","-0.03","1004.3026"
"1891","Sell","2.5501","7.852","0.0232","1004.3258"
"1892","Sell","2.5516","7.8367","-0.0038","1004.322"
"1893","Sell","2.5612","7.8078","-0.0023","1004.3197"
"1894","Sell","2.5677","7.7905","0.0033","1004.323"
"1895","Sell","2.5622","7.8246","0.0479","1004.3709"
"1896","Sell","2.5574","7.8178","-0.0064","1004.3645"
"1897","Sell","2.5655","7.7875","-0.0208","1004.3437"
"1898","Sell","2.5734","7.6137","-0.4062","1003.9375"
"1899","Sell","2.6396","7.5141","-0.1658","1003.7717"
"1900","Sell","2.6786","7.4997","0.0883","1003.86"
"1901","Sell","2.6832","7.2778","-0.4715","1003.3885"
"1902","Sell","2.7578","7.3101","0.1598","1003.5483"
"1903","Sell","2.7007","7.428","0.0604","1003.6087"
"1904","Sell","2.6698","7.5067","0.0414","1003.6501"
"1905","Sell","2.6923","7.4734","0.1208","1003.7709"
"1906","Sell","2.6679","7.4516","-0.1194","1003.6515"
"1907","Sell","2.6907","7.4774","0.1191","1003.7706"
"1908","Sell","2.6682","7.5219","0.0698","1003.8404"
"1909","Sell","2.6727","7.489","0.0158","1003.8562"
"1910","Sell","2.6839","7.481","0.078","1003.9342"
"1911","Sell","2.6758","7.3975","-0.2058","1003.7284"
"1912","Sell","2.7028","7.427","0.0737","1003.8021"
"1913","Sell","2.7127","7.2858","-0.2353","1003.5668"
"1914","Sell","2.7654","7.2723","0.1105","1003.6773"
"1915","Sell","2.7526","7.2542","-0.0322","1003.6451"
"1916","Sell","2.7295","7.3069","-0.0556","1003.5895"
"1917","Sell","2.7389","7.3393","0.1015","1003.691"
"1918","Sell","2.7152","7.3713","0.0144","1003.7054"
"1919","Sell","2.7195","7.365","0.0288","1003.7342"
"1920","Sell","2.7201","7.3373","-0.0422","1003.692"
"1921","Sell","2.7363","7.3335","0.0667","1003.7587"
"1922","Sell","2.729","7.362","0.0905","1003.8492"
"1923","Sell","2.7248","7.3522","0.0332","1003.8824"
"1924","Sell","2.7142","7.409","0.1093","1003.9917"
"1925","Sell","2.7071","7.3761","-0.0319","1003.9598"
"1926","Sell","2.7171","7.3709","0.0277","1003.9875"
"1927","Sell","2.7194","7.3742","0.0532","1004.0407"
"1928","Sell","2.7066","7.4258","0.0984","1004.1391"
"1929","Sell","2.694","7.419","-0.0132","1004.1259"
"1930","Sell","2.6968","7.4209","0.0129","1004.1388"
"1931","Sell","2.7018","7.3989","-0.0095","1004.1293"
"1932","Sell","2.6918","7.4028","-0.0731","1004.0562"
"1933","Sell","2.7027","7.4135","0.0365","1004.0927"
"1934","Sell","2.7042","7.3721","-0.0645","1004.0282"
"1935","Sell","2.7181","7.3593","0.003","1004.0312"
"1936","Sell","2.7174","7.3822","0.0605","1004.0917"
"1937","Sell","2.7023","7.3974","-0.0097","1004.082"
"1938","Sell","2.7046","7.3974","0.007","1004.089"
"1939","Sell","2.6769","7.4614","-0.0265","1004.0625"
"1940","Sell","2.6847","7.446","-0.0097","1004.0528"
"1941","Sell","2.6908","7.4397","0.0191","1004.0719"
"1942","Sell","2.6901","7.4516","0.0452","1004.1171"
"1943","Sell","2.6856","7.4408","-0.0169","1004.1002"
"1944","Sell","2.693","7.4272","0.0016","1004.1018"
"1945","Sell","2.7018","7.4314","0.0783","1004.1801"
"1946","Sell","2.6852","7.4584","0.0277","1004.2078"
"1947","Sell","2.6793","7.4756","0.0297","1004.2375"
"1948","Sell","2.6761","7.4977","0.0641","1004.3016"
"1949","Sell","2.6472","7.5569","0.0048","1004.3064"
"1950","Sell","2.6521","7.5613","0.0529","1004.3593"
"1951","Sell","2.651","7.5583","0.0368","1004.3961"
"1952","Sell","2.6416","7.594","0.0604","1004.4565"
"1953","Sell","2.6333","7.6307","0.0939","1004.5504"
"1954","Sell","2.6273","7.6145","0.0053","1004.5557"
"1955","Sell","2.6243","7.6221","0.0029","1004.5586"
"1956","Sell","2.6195","7.5951","-0.1044","1004.4542"
"1957","Sell","2.6335","7.5961","0.0045","1004.4587"
"1958","Sell","2.6379","7.5967","0.039","1004.4977"
"1959","Sell","2.6424","7.5771","0.0219","1004.5196"
"1960","Sell","2.6362","7.4558","-0.3445","1004.1751"
"1961","Sell","2.6843","7.3368","-0.3057","1003.8694"
"1962","Sell","2.7357","7.268","-0.1167","1003.7527"
"1963","Sell","2.7717","7.2831","0.1866","1003.9393"
"1964","Sell","2.7398","7.3204","0.0566","1003.9959"
"1965","Sell","2.7286","7.3315","0.0049","1004.0008"
"1966","Sell","2.7239","7.3003","-0.1143","1003.8865"
"1967","Sell","2.7354","7.3402","0.0781","1003.9646"
"1968","Sell","2.7182","7.3677","0.0266","1003.9912"
"1969","Sell","2.7293","7.3475","0.0537","1004.0449"
"1970","Sell","2.7278","7.306","-0.0708","1003.9741"
"1971","Sell","2.7405","7.3064","0.023","1003.9971"
"1972","Sell","2.741","7.2665","-0.0824","1003.9147"
"1973","Sell","2.7566","7.2902","0.0964","1004.0111"
"1974","Sell","2.753","7.2938","0.0795","1004.0906"
"1975","Sell","2.7481","7.3082","0.0834","1004.174"
"1976","Sell","2.7351","7.321","0.0238","1004.1978"
"1977","Sell","2.7359","7.3138","0.0101","1004.2079"
"1978","Sell","2.7404","7.2998","0.0044","1004.2123"
"1979","Sell","2.7409","7.3059","0.0249","1004.2372"
"1980","Sell","2.7417","7.2903","-0.0123","1004.2249"
"1981","Sell","2.7471","7.2733","-0.0195","1004.2054"
"1982","Sell","2.7573","7.096","-0.4336","1003.7718"
"1983","Sell","2.8045","7.1561","0.0695","1003.8413"
"1984","Sell","2.8086","7.1539","0.0923","1003.9336"
"1985","Sell","2.8004","7.0969","-0.1259","1003.8077"
"1986","Sell","2.8264","7.0856","0.0269","1003.8346"
"1987","Sell","2.8438","7.0687","0.1017","1003.9363"
"1988","Sell","2.8202","7.1079","0.0454","1003.9817"
"1989","Sell","2.8169","7.118","0.0503","1004.032"
"1990","Sell","2.8089","7.1366","0.0461","1004.0781"
"1991","Sell","2.7879","7.1658","-0.0223","1004.0558"
"1992","Sell","2.7981","7.157","0.0263","1004.0821"
"1993","Sell","2.7934","7.1724","0.0352","1004.1173"
"1994","Sell","2.7691","7.2422","0.0545","1004.1718"
"1995","Sell","2.7477","7.281","0.006","1004.1778"
"1996","Sell","2.7442","7.2808","-0.02","1004.1578"
"1997","Sell","2.7452","7.2957","0.0283","1004.1861"
"1998","Sell","2.7455","7.3101","0.0696","1004.2557"
"1999","Sell","2.7384","7.2693","-0.0938","1004.1619"
"2000","Sell","2.7576","7.262","0.0254","1004.1873"
"2001","Sell","2.7567","7.2608","0.016","1004.2033"
"2002","Sell","2.7588","7.2488","-0.0019","1004.2014"
"2003","Sell","2.7635","7.1906","-0.129","1004.0724"
"2004","Sell","2.7849","7.2373","0.1546","1004.227"
"2005","Sell","2.7631","7.2645","0.0723","1004.2993"
"2006","Sell","2.7568","7.2306","-0.0663","1004.233"
"2007","Sell","2.7659","7.2529","0.061","1004.294"
"2008","Sell","2.7658","7.1738","-0.1583","1004.1357"
"2009","Sell","2.7826","7.1869","-0.0019","1004.1338"
"2010","Sell","2.7809","7.1641","-0.0775","1004.0563"
"2011","Sell","2.7828","7.177","-0.0281","1004.0282"
"2012","Sell","2.7882","7.1859","0.036","1004.0642"
"2013","Sell","2.7884","7.1568","-0.0438","1004.0204"
"2014","Sell","2.7872","7.167","-0.024","1003.9964"
"2015","Sell","2.7932","7.1403","-0.0555","1003.9409"
"2016","Sell","2.8056","7.1476","0.0529","1003.9938"
"2017","Sell","2.8045","7.1103","-0.0594","1003.9344"
"2018","Sell","2.7668","7.2373","0.0243","1003.9587"
"2019","Sell","2.7636","7.263","0.072","1004.0307"
"2020","Sell","2.7623","7.2061","-0.0944","1003.9363"
"2021","Sell","2.7803","7.1819","-0.0323","1003.904"
"2022","Sell","2.7911","7.2017","0.1007","1004.0047"
"2023","Sell","2.7774","7.2234","0.0624","1004.0671"
"2024","Sell","2.7748","7.2095","0.0053","1004.0724"
"2025","Sell","2.7762","7.1641","-0.1107","1003.9617"
"2026","Sell","2.8011","7.1539","0.0389","1004.0006"
"2027","Sell","2.7926","7.1533","-0.0237","1003.9769"
"2028","Sell","2.7864","7.1846","0.0189","1003.9958"
"2029","Sell","2.787","7.2005","0.0673","1004.0631"
"2030","Sell","2.7831","7.2002","0.039","1004.1021"
"2031","Sell","2.7808","7.2106","0.0508","1004.1529"
"2032","Sell","2.728","7.355","0.064","1004.2169"
"2033","Sell","2.7242","7.3547","0.036","1004.2529"
"2034","Sell","2.7196","7.3518","-0.0063","1004.2466"
"2035","Sell","2.7272","7.3354","0.0055","1004.2521"
"2036","Sell","2.7328","7.3407","0.0608","1004.3129"
"2037","Sell","2.7229","7.3513","0.0172","1004.3301"
"2038","Sell","2.6866","7.4472","0.0078","1004.3379"
"2039","Sell","2.6914","7.46","0.078","1004.4159"
"2040","Sell","2.6825","7.4741","0.0491","1004.465"
"2041","Sell","2.6808","7.47","0.0255","1004.4905"
"2042","Sell","2.6747","7.52","0.1138","1004.6043"
"2043","Sell","2.6517","7.5517","0.0249","1004.6292"
"2044","Sell","2.6507","7.6032","0.1535","1004.7827"
"2045","Sell","2.6327","7.5264","-0.1851","1004.5976"
"2046","Sell","2.6596","7.4825","-0.0991","1004.4985"
"2047","Sell","2.6792","7.4757","0.0287","1004.5272"
"2048","Sell","2.6709","7.5171","0.0774","1004.6046"
"2049","Sell","2.6725","7.5097","0.0699","1004.6745"
"2050","Sell","2.6677","7.5063","0.0243","1004.6988"
"2051","Sell","2.672","7.4737","-0.0305","1004.6683"
"2052","Sell","2.701","7.4141","0.0254","1004.6937"
"2053","Sell","2.7063","7.3652","-0.0673","1004.6264"
"2054","Sell","2.7203","7.3811","0.0788","1004.7052"
"2055","Sell","2.7079","7.3964","0.029","1004.7342"
"2056","Sell","2.7027","7.4173","0.0468","1004.781"
"2057","Sell","2.7003","7.4065","0.0","1004.781"
"2058","Sell","2.7101","7.3831","0.0087","1004.7897"
"2059","Sell","2.7096","7.4029","0.0587","1004.8484"
"2060","Sell","2.702","7.4071","0.0141","1004.8625"
"2061","Sell","2.702","7.3993","-0.0068","1004.8557"
"2062","Sell","2.7041","7.3778","-0.0499","1004.8058"
"2063","Sell","2.7114","7.3363","-0.1081","1004.6977"
"2064","Sell","2.719","7.3666","0.0296","1004.7273"
"2065","Sell","2.7119","7.3794","0.0125","1004.7398"
"2066","Sell","2.709","7.4","0.0466","1004.7864"
"2067","Sell","2.661","7.527","0.0295","1004.8159"
"2068","Sell","2.6618","7.5327","0.0507","1004.8666"
"2069","Sell","2.6662","7.476","-0.0676","1004.799"
"2070","Sell","2.6713","7.4551","-0.0851","1004.7139"
"2071","Sell","2.6843","7.4737","0.0616","1004.7755"
"2072","Sell","2.7026","7.3937","-0.0181","1004.7574"
"2073","Sell","2.6965","7.45","0.0892","1004.8466"
"2074","Sell","2.6795","7.4931","0.0776","1004.9242"
"2075","Sell","2.6776","7.47","0.0016","1004.9258"
"2076","Sell","2.6764","7.4872","0.0388","1004.9646"
"2077","Sell","2.6729","7.4379","-0.1191","1004.8455"
"2078","Sell","2.6554","7.5455","0.0361","1004.8816"
"2079","Sell","2.6122","7.67","0.0355","1004.9171"
"2080","Sell","2.5896","7.7238","0.0016","1004.9187"
"2081","Sell","2.5884","7.7165","-0.0269","1004.8918"
"2082","Sell","2.6036","7.691","0.024","1004.9158"
"2083","Sell","2.5997","7.6948","0.0044","1004.9202"
"2084","Sell","2.5869","7.7373","0.0155","1004.9357"
"2085","Sell","2.5932","7.7371","0.064","1004.9997"
"2086","Sell","2.5883","7.7372","0.0261","1005.0258"
"2087","Sell","2.5998","7.675","-0.0468","1004.979"
"2088","Sell","2.6047","7.6915","0.0344","1005.0134"
"2089","Sell","2.611","7.6779","0.0467","1005.0601"
"2090","Sell","2.6058","7.6769","0.0044","1005.0645"
"2091","Sell","2.6069","7.6862","0.037","1005.1015"
"2092","Sell","2.5838","7.7268","-0.0351","1005.0664"
"2093","Sell","2.5915","7.7243","0.0176","1005.084"
"2094","Sell","2.5938","7.6942","-0.0425","1005.0415"
"2095","Sell","2.5982","7.6976","3.0E-4","1005.0418"
"2096","Sell","2.5943","7.6571","-0.1353","1004.9065"
"2097","Sell","2.6144","7.6528","0.0073","1004.9138"
"2098","Sell","2.6127","7.6794","0.0639","1004.9777"
"2099","Sell","2.6098","7.6706","0.0191","1004.9968"
"2100","Sell","2.6109","7.663","0.0076","1005.0044"
"2101","Sell","2.5956","7.7219","0.0428","1005.0472"
"2102","Sell","2.5984","7.7102","0.0346","1005.0818"
"2103","Sell","2.5976","7.707","0.02","1005.1018"
"2104","Sell","2.5903","7.7358","0.0381","1005.1399"
"2105","Sell","2.5874","7.7515","0.056","1005.1959"
"2106","Sell","2.5411","7.8897","0.0485","1005.2444"
"2107","Sell","2.5388","7.8805","0.0071","1005.2515"
"2108","Sell","2.5406","7.8538","-0.0467","1005.2048"
"2109","Sell","2.5516","7.8447","0.0163","1005.2211"
"2110","Sell","2.5472","7.8535","0.0046","1005.2257"
"2111","Sell","2.5517","7.8397","0.0046","1005.2303"
"2112","Sell","2.5498","7.8416","-0.0051","1005.2252"
"2113","Sell","2.5474","7.8531","0.0051","1005.2303"
"2114","Sell","2.5165","7.9474","-3.0E-4","1005.23"
"2115","Sell","2.5153","7.98","0.0723","1005.3023"
"2116","Sell","2.5158","7.9291","-0.0522","1005.2501"
"2117","Sell","2.5239","7.9055","-0.0472","1005.2029"
"2118","Sell","2.5274","7.9308","0.044","1005.2469"
"2119","Sell","2.5233","7.9447","0.0469","1005.2938"
"2120","Sell","2.5204","7.9248","-0.026","1005.2678"
"2121","Sell","2.5289","7.9128","0.0106","1005.2784"
"2122","Sell","2.531","7.9155","0.0339","1005.3123"
"2123","Sell","2.5288","7.8655","-0.1099","1005.2024"
"2124","Sell","2.5356","7.892","0.0112","1005.2136"
"2125","Sell","2.5258","7.9565","0.0961","1005.3097"
"2126","Sell","2.5094","7.9827","0.0319","1005.3416"
"2127","Sell","2.513","7.98","0.0537","1005.3953"
"2128","Sell","2.5161","7.9517","0.007","1005.4023"
"2129","Sell","2.5153","7.95","-0.003","1005.3993"
"2130","Sell","2.5183","7.9614","0.0491","1005.4484"
"2131","Sell","2.5026","7.9971","0.0135","1005.4619"
"2132","Sell","2.4885","8.0054","-0.0788","1005.3831"
"2133","Sell","2.5115","8.0043","0.1024","1005.4855"
"2134","Sell","2.5044","8.0117","0.0643","1005.5498"
"2135","Sell","2.5058","7.9907","0.0233","1005.5731"
"2136","Sell","2.5192","7.9136","-0.0636","1005.5095"
"2137","Sell","2.5317","7.9184","0.0473","1005.5568"
"2138","Sell","2.5271","7.8704","-0.1106","1005.4462"
"2139","Sell","2.539","7.8152","-0.1572","1005.289"
"2140","Sell","2.5597","7.8286","0.0387","1005.3277"
"2141","Sell","2.5461","7.8648","0.0244","1005.3521"
"2142","Sell","2.5436","7.8627","-3.0E-4","1005.3518"
"2143","Sell","2.5421","7.8694","0.0048","1005.3566"
"2144","Sell","2.5356","7.8908","0.0076","1005.3642"
"2145","Sell","2.5375","7.8743","-0.019","1005.3452"
"2146","Sell","2.5421","7.86","-0.0191","1005.3261"
"2147","Sell","2.5473","7.7843","-0.1707","1005.1554"
"2148","Sell","2.5678","7.7827","-0.0157","1005.1397"
"2149","Sell","2.5705","7.7588","-0.0557","1005.084"
"2150","Sell","2.5668","7.8108","0.049","1005.133"
"2151","Sell","2.5578","7.8236","0.0115","1005.1445"
"2152","Sell","2.5522","7.812","-0.0622","1005.0823"
"2153","Sell","2.5625","7.81","0.0131","1005.0954"
"2154","Sell","2.5581","7.84","0.0552","1005.1506"
"2155","Sell","2.539","7.8859","0.0221","1005.1727"
"2156","Sell","2.5414","7.8762","0.0168","1005.1895"
"2157","Sell","2.5445","7.8893","0.0745","1005.264"
"2158","Sell","2.5344","7.8736","-0.0451","1005.2189"
"2159","Sell","2.5452","7.8946","0.0933","1005.3122"
"2160","Sell","2.5391","7.9039","0.0685","1005.3807"
"2161","Sell","2.527","7.8522","-0.1575","1005.2232"
"2162","Sell","2.5684","7.7951","0.0205","1005.2437"
"2163","Sell","2.566","7.7901","-0.0105","1005.2332"
"2164","Sell","2.5658","7.8021","0.0187","1005.2519"
"2165","Sell","2.5585","7.8065","-0.0271","1005.2248"
"2166","Sell","2.5619","7.8134","0.0174","1005.2422"
"2167","Sell","2.5539","7.8277","-0.0089","1005.2333"
"2168","Sell","2.5462","7.8445","-0.026","1005.2073"
"2169","Sell","2.5512","7.848","0.0222","1005.2295"
"2170","Sell","2.5497","7.7623","-0.2084","1005.0211"
"2171","Sell","2.5782","7.7528","-0.0121","1005.009"
"2172","Sell","2.5856","7.7554","0.0524","1005.0614"
"2173","Sell","2.5849","7.6904","-0.1211","1004.9403"
"2174","Sell","2.6014","7.6969","0.0229","1004.9632"
"2175","Sell","2.594","7.7525","0.1096","1005.0728"
"2176","Sell","2.5804","7.7593","0.0219","1005.0947"
"2177","Sell","2.5801","7.7627","0.0289","1005.1236"
"2178","Sell","2.5804","7.7722","0.0551","1005.1787"
"2179","Sell","2.5766","7.7414","-0.0538","1005.1249"
"2180","Sell","2.5885","7.6959","-0.0788","1005.0461"
"2181","Sell","2.5989","7.7092","0.0353","1005.0814"
"2182","Sell","2.5962","7.7193","0.041","1005.1224"
"2183","Sell","2.6036","7.685","0.0083","1005.1307"
"2184","Sell","2.6062","7.721","0.1221","1005.2528"
"2185","Sell","2.5946","7.7235","0.0392","1005.292"
"2186","Sell","2.5911","7.7303","0.0303","1005.3223"
"2187","Sell","2.5893","7.7234","-0.0018","1005.3205"
"2188","Sell","2.5969","7.7221","0.0531","1005.3736"
"2189","Sell","2.5915","7.7303","0.0332","1005.4068"
"2190","Sell","2.5886","7.6829","-0.1122","1005.2946"
"2191","Sell","2.6007","7.6954","0.0133","1005.3079"
"2192","Sell","2.5954","7.7135","0.0195","1005.3274"
"2193","Sell","2.5952","7.711","0.0119","1005.3393"
"2194","Sell","2.5988","7.6996","0.0094","1005.3487"
"2195","Sell","2.5988","7.7091","0.0343","1005.383"
"2196","Sell","2.5828","7.7451","0.0044","1005.3874"
"2197","Sell","2.5859","7.737","0.007","1005.3944"
"2198","Sell","2.5866","7.7417","0.0248","1005.4192"
"2199","Sell","2.5854","7.7396","0.0098","1005.429"
"2200","Sell","2.5746","7.774","0.0149","1005.4439"
"2201","Sell","2.5737","7.7697","-0.0028","1005.4411"
"2202","Sell","2.5762","7.7562","-0.0188","1005.4223"
"2203","Sell","2.5794","7.765","0.0289","1005.4512"
"2204","Sell","2.5784","7.7089","-0.1231","1005.3281"
"2205","Sell","2.5974","7.706","0.0156","1005.3437"
"2206","Sell","2.5987","7.697","0.0021","1005.3458"
"2207","Sell","2.6025","7.7117","0.0699","1005.4157"
"2208","Sell","2.6018","7.7063","0.0501","1005.4658"
"2209","Sell","2.5968","7.6672","-0.0897","1005.3761"
"2210","Sell","2.611","7.6709","0.029","1005.4051"
"2211","Sell","2.6133","7.6545","0.0031","1005.4082"
"2212","Sell","2.6177","7.6116","-0.0753","1005.3329"
"2213","Sell","2.6433","7.5638","-0.0066","1005.3263"
"2214","Sell","2.6459","7.5881","0.0772","1005.4035"
"2215","Sell","2.6446","7.5801","0.0465","1005.45"
"2216","Sell","2.6427","7.5673","-0.0018","1005.4482"
"2217","Sell","2.6243","7.6247","0.0097","1005.4579"
"2218","Sell","2.6255","7.5046","-0.2966","1005.1613"
"2219","Sell","2.6715","7.5068","0.0541","1005.2154"
"2220","Sell","2.6657","7.5128","0.0269","1005.2423"
"2221","Sell","2.6714","7.4824","-0.0115","1005.2308"
"2222","Sell","2.6779","7.4675","-0.0029","1005.2279"
"2223","Sell","2.6761","7.4767","0.0083","1005.2362"
"2224","Sell","2.6729","7.4858","0.0088","1005.245"
"2225","Sell","2.6608","7.5403","0.0632","1005.3082"
"2226","Sell","2.6647","7.4859","-0.0519","1005.2563"
"2227","Sell","2.6779","7.4722","0.0102","1005.2665"
"2228","Sell","2.6738","7.4854","0.0147","1005.2812"
"2229","Sell","2.6699","7.4932","0.0064","1005.2876"
"2230","Sell","2.6524","7.5536","0.0355","1005.3231"
"2231","Sell","2.639","7.5736","-0.0135","1005.3096"
"2232","Sell","2.6449","7.5496","-0.0317","1005.2779"
"2233","Sell","2.6548","7.5476","0.0377","1005.3156"
"2234","Sell","2.65","7.5681","0.055","1005.3706"
"2235","Sell","2.6454","7.5839","0.0626","1005.4332"
"2236","Sell","2.6513","7.5547","0.03","1005.4632"
"2237","Sell","2.6501","7.5523","0.0143","1005.4775"
"2238","Sell","2.6527","7.5294","-0.0271","1005.4504"
"2239","Sell","2.6692","7.4718","-0.056","1005.3944"
"2240","Sell","2.6731","7.4836","0.0043","1005.3987"
"2241","Sell","2.6797","7.4721","0.0228","1005.4215"
"2242","Sell","2.6768","7.477","0.0147","1005.4362"
"2243","Sell","2.6779","7.4724","0.0104","1005.4466"
"2244","Sell","2.6794","7.4675","0.0083","1005.4549"
"2245","Sell","2.6833","7.4229","-0.0823","1005.3726"
"2246","Sell","2.7047","7.4374","0.1157","1005.4883"
"2247","Sell","2.6763","7.4802","0.019","1005.5073"
"2248","Sell","2.6797","7.4794","0.0423","1005.5496"
"2249","Sell","2.663","7.5177","0.0197","1005.5693"
"2250","Sell","2.6616","7.5219","0.02","1005.5893"
"2251","Sell","2.6533","7.5476","0.0257","1005.615"
"2252","Sell","2.6482","7.5661","0.0368","1005.6518"
"2253","Sell","2.6142","7.6774","0.0702","1005.722"
"2254","Sell","2.5976","7.6703","-0.0755","1005.6465"
"2255","Sell","2.6164","7.6601","0.0419","1005.6884"
"2256","Sell","2.6117","7.6713","0.0353","1005.7237"
"2257","Sell","2.6048","7.6891","0.0287","1005.7524"
"2258","Sell","2.6123","7.6397","-0.0426","1005.7098"
"2259","Sell","2.6123","7.6541","-0.0055","1005.7043"
"2260","Sell","2.6115","7.6451","-0.0345","1005.6698"
"2261","Sell","2.6166","7.6541","0.0275","1005.6973"
"2262","Sell","2.6138","7.6584","0.0173","1005.7146"
"2263","Sell","2.6119","7.657","-8.0E-4","1005.7138"
"2264","Sell","2.5997","7.6724","-0.054","1005.6598"
"2265","Sell","2.6101","7.6726","0.0261","1005.6859"
"2266","Sell","2.6048","7.6876","0.025","1005.7109"
"2267","Sell","2.6074","7.6791","0.0227","1005.7336"
"2268","Sell","2.6095","7.6611","-0.0081","1005.7255"
"2269","Sell","2.6097","7.6827","0.0493","1005.7748"
"2270","Sell","2.6025","7.6893","0.0117","1005.7865"
"2271","Sell","2.6037","7.6717","-0.0255","1005.761"
"2272","Sell","2.612","7.6668","0.0259","1005.7869"
"2273","Sell","2.6129","7.671","0.0436","1005.8305"
"2274","Sell","2.6118","7.6051","-0.137","1005.6935"
"2275","Sell","2.637","7.5993","0.0393","1005.7328"
"2276","Sell","2.6337","7.6035","0.0255","1005.7583"
"2277","Sell","2.6366","7.5906","0.0134","1005.7717"
"2278","Sell","2.633","7.6127","0.0442","1005.8159"
"2279","Sell","2.6241","7.6225","0.0018","1005.8177"
"2280","Sell","2.6258","7.6179","0.0032","1005.8209"
"2281","Sell","2.6296","7.6136","0.021","1005.8419"
"2282","Sell","2.6279","7.612","0.0034","1005.8453"
"2283","Sell","2.6304","7.6175","0.0371","1005.8824"
"2284","Sell","2.6316","7.5489","-0.1338","1005.7486"
"2285","Sell","2.6495","7.5397","-0.0233","1005.7253"
"2286","Sell","2.6395","7.5924","0.0401","1005.7654"
"2287","Sell","2.6248","7.6238","0.011","1005.7764"
"2288","Sell","2.622","7.6175","-0.027","1005.7494"
"2289","Sell","2.6269","7.6148","0.0034","1005.7528"
"2290","Sell","2.6304","7.6071","0.0095","1005.7623"
"2291","Sell","2.632","7.5973","-0.0042","1005.7581"
"2292","Sell","2.6272","7.633","0.053","1005.8111"
"2293","Sell","2.6251","7.6296","0.0281","1005.8392"
"2294","Sell","2.6262","7.621","0.0142","1005.8534"
"2295","Sell","2.6272","7.5972","-0.0407","1005.8127"
"2296","Sell","2.6334","7.5776","-0.0453","1005.7674"
"2297","Sell","2.6376","7.5802","-0.0063","1005.7611"
"2298","Sell","2.6449","7.5805","0.0497","1005.8108"
"2299","Sell","2.6471","7.5456","-0.0259","1005.7849"
"2300","Sell","2.6504","7.5436","-0.0061","1005.7788"
"2301","Sell","2.6465","7.5589","0.0048","1005.7836"
"2302","Sell","2.6464","7.5597","0.0064","1005.79"
"2303","Sell","2.6506","7.5562","0.0281","1005.8181"
"2304","Sell","2.6521","7.5356","-0.0146","1005.8035"
"2305","Sell","2.6359","7.5944","0.0179","1005.8214"
"2306","Sell","2.6371","7.5916","0.0195","1005.8409"
"2307","Sell","2.6373","7.5532","-0.0795","1005.7614"
"2308","Sell","2.6455","7.594","0.0901","1005.8515"
"2309","Sell","2.5912","7.7702","0.1344","1005.9859"
"2310","Sell","2.5786","7.7766","0.053","1006.0389"
"2311","Sell","2.5841","7.7117","-0.0723","1005.9666"
"2312","Sell","2.5896","7.7139","-0.0238","1005.9428"
"2313","Sell","2.5999","7.6908","-0.0044","1005.9384"
"2314","Sell","2.6012","7.6934","0.012","1005.9504"
"2315","Sell","2.6008","7.7069","0.044","1005.9944"
"2316","Sell","2.5963","7.7288","0.0664","1006.0608"
"2317","Sell","2.5903","7.7247","0.0096","1006.0704"
"2318","Sell","2.5902","7.7271","0.0145","1006.0849"
"2319","Sell","2.5914","7.7256","0.02","1006.1049"
