"TradeNumber","common.Side","Quantity","Price","PnlForTrade","CumulativePnl"
"2320","Sell","2.5953","7.7188","0.0327","1006.1376"
"2321","Sell","2.5975","7.6981","-0.0039","1006.1337"
"2322","Sell","2.593","7.6906","-0.0585","1006.0752"
"2323","Sell","2.6024","7.6925","0.0187","1006.0939"
"2324","Sell","2.5899","7.7145","-0.0205","1006.0734"
"2325","Sell","2.5955","7.6816","-0.0625","1006.0109"
"2326","Sell","2.6017","7.6815","-0.0148","1005.9961"
"2327","Sell","2.6034","7.685","0.0073","1006.0034"
"2328","Sell","2.599","7.6873","-0.0208","1005.9826"
"2329","Sell","2.6072","7.6061","-0.1695","1005.8131"
"2330","Sell","2.6246","7.62","-8.0E-4","1005.8123"
"2331","Sell","2.6312","7.607","0.0158","1005.8281"
"2332","Sell","2.6358","7.6001","0.0322","1005.8603"
"2333","Sell","2.6252","7.6222","0.01","1005.8703"
"2334","Sell","2.6164","7.6511","0.0186","1005.8889"
"2335","Sell","2.6085","7.6577","-0.0248","1005.8641"
"2336","Sell","2.6122","7.6767","0.0532","1005.9173"
"2337","Sell","2.5974","7.6682","-0.0825","1005.8348"
"2338","Sell","2.6075","7.6753","0.0136","1005.8484"
"2339","Sell","2.6081","7.6675","-0.0026","1005.8458"
"2340","Sell","2.6114","7.6224","-0.095","1005.7508"
"2341","Sell","2.6251","7.6277","0.0231","1005.7739"
"2342","Sell","2.6252","7.641","0.0592","1005.8331"
"2343","Sell","2.6208","7.6545","0.0607","1005.8938"
"2344","Sell","2.6125","7.6606","0.0131","1005.9069"
"2345","Sell","2.6104","7.6629","0.0029","1005.9098"
"2346","Sell","2.612","7.6569","0.0","1005.9098"
"2347","Sell","2.6186","7.6215","-0.0427","1005.8671"
"2348","Sell","2.6257","7.6218","0.0123","1005.8794"
"2349","Sell","2.6211","7.6257","-0.0126","1005.8668"
"2350","Sell","2.6302","7.6128","0.0231","1005.8899"
"2351","Sell","2.6288","7.6151","0.0184","1005.9083"
"2352","Sell","2.6267","7.6146","0.0016","1005.9099"
"2353","Sell","2.626","7.6056","-0.0278","1005.8821"
"2354","Sell","2.6307","7.6046","0.0055","1005.8876"
"2355","Sell","2.6315","7.62","0.0523","1005.9399"
"2356","Sell","2.6209","7.6309","-5.0E-4","1005.9394"
"2357","Sell","2.6129","7.6462","-0.0209","1005.9185"
"2358","Sell","2.5866","7.7696","0.0969","1006.0154"
"2359","Sell","2.5441","7.8893","0.0709","1006.0863"
"2360","Sell","2.5307","7.8856","-0.0435","1006.0428"
"2361","Sell","2.5412","7.8566","-0.0351","1006.0077"
"2362","Sell","2.5305","7.8978","-0.0144","1005.9933"
"2363","Sell","2.5378","7.894","0.0338","1006.0271"
"2364","Sell","2.5369","7.8732","-0.0264","1006.0007"
"2365","Sell","2.5451","7.8485","-0.0244","1005.9763"
"2366","Sell","2.5375","7.911","0.074","1006.0503"
"2367","Sell","2.5316","7.9071","0.0175","1006.0678"
"2368","Sell","2.5381","7.8944","0.0371","1006.1049"
"2369","Sell","2.5365","7.8831","-0.0046","1006.1003"
"2370","Sell","2.5524","7.8426","0.0171","1006.1174"
"2371","Sell","2.5564","7.8552","0.0812","1006.1986"
"2372","Sell","2.5528","7.8032","-0.0795","1006.1191"
"2373","Sell","2.5664","7.804","0.028","1006.1471"
"2374","Sell","2.5673","7.7847","-0.0141","1006.133"
"2375","Sell","2.574","7.7853","0.0394","1006.1724"
"2376","Sell","2.5569","7.8433","0.0546","1006.227"
"2377","Sell","2.5549","7.8444","0.0416","1006.2686"
"2378","Sell","2.5586","7.3608","-1.1653","1005.1033"
"2379","Sell","2.7201","7.3843","0.0856","1005.1889"
"2380","Sell","2.7397","7.4009","0.2761","1005.465"
"2381","Sell","2.7112","7.3785","0.0049","1005.4699"
"2382","Sell","2.6995","7.3991","-0.0265","1005.4434"
"2383","Sell","2.6903","7.44","0.0161","1005.4595"
"2384","Sell","2.6917","7.3919","-0.103","1005.3565"
"2385","Sell","2.7057","7.3849","-0.0189","1005.3376"
"2386","Sell","2.6765","7.4863","0.0372","1005.3748"
"2387","Sell","2.6838","7.4687","0.0446","1005.4194"
"2388","Sell","2.6861","7.4885","0.1149","1005.5343"
"2389","Sell","2.6797","7.4533","-0.0276","1005.5067"
"2390","Sell","2.6836","7.4467","-0.0161","1005.4906"
"2391","Sell","2.6882","7.4496","0.0258","1005.5164"
"2392","Sell","2.6882","7.4484","0.0226","1005.539"
"2393","Sell","2.6983","7.48","0.1827","1005.7217"
"2394","Sell","2.6876","7.4419","0.0011","1005.7228"
"2395","Sell","2.6889","7.455","0.046","1005.7688"
"2396","Sell","2.6889","7.4499","0.032","1005.8008"
"2397","Sell","2.6871","7.4295","-0.036","1005.7648"
"2398","Sell","2.7071","7.4205","0.0879","1005.8527"
"2399","Sell","2.6863","7.4319","-0.036","1005.8167"
"2400","Sell","2.702","7.3997","-0.0062","1005.8105"
"2401","Sell","2.7049","7.3977","0.0103","1005.8208"
"2402","Sell","2.6924","7.3993","-0.0777","1005.7431"
"2403","Sell","2.7027","7.4087","0.0235","1005.7666"
"2404","Sell","2.7053","7.4","0.0192","1005.7858"
"2405","Sell","2.7064","7.394","0.0108","1005.7966"
"2406","Sell","2.7095","7.402","0.056","1005.8526"
"2407","Sell","2.7038","7.36","-0.0997","1005.7529"
"2408","Sell","2.7186","7.366","0.0256","1005.7785"
"2409","Sell","2.7084","7.428","0.118","1005.8965"
"2410","Sell","2.6949","7.4312","0.0261","1005.9226"
"2411","Sell","2.6933","7.4226","-0.0083","1005.9143"
"2412","Sell","2.696","7.4293","0.0294","1005.9437"
"2413","Sell","2.6871","7.4544","0.0306","1005.9743"
"2414","Sell","2.6901","7.4","-0.0932","1005.8811"
"2415","Sell","2.6981","7.4185","0.0159","1005.897"
"2416","Sell","2.6981","7.4245","0.0321","1005.9291"
"2417","Sell","2.6994","7.3956","-0.0364","1005.8927"
"2418","Sell","2.7027","7.409","0.0243","1005.917"
"2419","Sell","2.7012","7.41","0.0157","1005.9327"
"2420","Sell","2.6954","7.4193","-0.0019","1005.9308"
"2421","Sell","2.6889","7.4407","0.0073","1005.9381"
"2422","Sell","2.6806","7.4717","0.029","1005.9671"
"2423","Sell","2.6873","7.454","0.0309","1005.998"
"2424","Sell","2.6825","7.4743","0.0501","1006.0481"
"2425","Sell","2.679","7.4803","0.0396","1006.0877"
"2426","Sell","2.6806","7.4762","0.0405","1006.1282"
"2427","Sell","2.6458","7.584","0.0658","1006.194"
"2428","Sell","2.6541","7.512","-0.062","1006.132"
"2429","Sell","2.6653","7.5028","-0.0029","1006.1291"
"2430","Sell","2.6629","7.5114","0.0019","1006.131"
"2431","Sell","2.6663","7.5219","0.0559","1006.1869"
"2432","Sell","2.6654","7.5166","0.0347","1006.2216"
"2433","Sell","2.6706","7.4677","-0.0565","1006.1651"
"2434","Sell","2.6801","7.462","-0.0011","1006.164"
"2435","Sell","2.6892","7.4199","-0.0463","1006.1177"
"2436","Sell","2.7045","7.3602","-0.0943","1006.0234"
"2437","Sell","2.7216","7.3931","0.1213","1006.1447"
"2438","Sell","2.7189","7.3838","0.0755","1006.2202"
"2439","Sell","2.7186","7.3207","-0.098","1006.1222"
"2440","Sell","2.742","7.3321","0.1044","1006.2266"
"2441","Sell","2.7249","7.3592","0.0528","1006.2794"
"2442","Sell","2.7268","7.3329","-0.0046","1006.2748"
"2443","Sell","2.7288","7.3066","-0.0618","1006.213"
"2444","Sell","2.7405","7.2264","-0.1957","1006.0173"
"2445","Sell","2.7694","7.1789","-0.1187","1005.8986"
"2446","Sell","2.7857","7.203","0.0651","1005.9637"
"2447","Sell","2.781","7.2116","0.0555","1006.0192"
"2448","Sell","2.778","7.1571","-0.1171","1005.9021"
"2449","Sell","2.787","7.1834","0.0198","1005.9219"
"2450","Sell","2.7942","7.1581","8.0E-4","1005.9227"
"2451","Sell","2.7735","7.2486","0.1036","1006.0263"
"2452","Sell","2.7676","7.2393","0.0357","1006.062"
"2453","Sell","2.7417","7.2241","-0.1934","1005.8686"
"2454","Sell","2.7766","7.2477","0.1237","1005.9923"
"2455","Sell","2.7554","7.2908","0.0889","1006.0812"
"2456","Sell","2.7479","7.2779","-0.0014","1006.0798"
"2457","Sell","2.7516","7.2769","0.0228","1006.1026"
"2458","Sell","2.7554","7.2552","-0.0091","1006.0935"
"2459","Sell","2.76","7.2479","0.0044","1006.0979"
"2460","Sell","2.7683","7.2141","-0.0291","1006.0688"
"2461","Sell","2.7799","7.1972","0.0075","1006.0763"
"2462","Sell","2.7765","7.2675","0.1781","1006.2544"
"2463","Sell","2.7498","7.2832","0.0272","1006.2816"
"2464","Sell","2.7416","7.2636","-0.0857","1006.1959"
"2465","Sell","2.7499","7.2515","-0.0587","1006.1372"
"2466","Sell","2.7592","7.2523","0.0108","1006.148"
"2467","Sell","2.746","7.2428","-0.1108","1006.0372"
"2468","Sell","2.7639","7.235","-0.0033","1006.0339"
"2469","Sell","2.7651","7.2377","0.013","1006.0469"
"2470","Sell","2.7709","7.1997","-0.0503","1005.9966"
"2471","Sell","2.7794","7.1853","-0.0292","1005.9674"
"2472","Sell","2.7804","7.2031","0.0275","1005.9949"
"2473","Sell","2.7806","7.1915","-0.0033","1005.9916"
"2474","Sell","2.7804","7.1935","6.0E-4","1005.9922"
"2475","Sell","2.7803","7.1989","0.0153","1006.0075"
"2476","Sell","2.786","7.161","-0.0493","1005.9582"
"2477","Sell","2.8003","7.059","-0.2322","1005.726"
"2478","Sell","2.8554","7.0002","-0.0117","1005.7143"
"2479","Sell","2.8762","6.7289","-0.6454","1005.0689"
"2480","Sell","2.9762","6.6944","-0.0761","1004.9928"
"2481","Sell","2.9762","6.6368","-0.2474","1004.7454"
"2482","Sell","3.0542","6.6184","0.2139","1004.9593"
"2483","Sell","2.9824","6.7378","0.0944","1005.0537"
"2484","Sell","2.9326","6.8278","0.0232","1005.0769"
"2485","Sell","2.9405","6.7556","-0.1349","1004.942"
"2486","Sell","2.978","6.7701","0.1612","1005.1032"
"2487","Sell","2.9701","6.7149","-0.0557","1005.0475"
"2488","Sell","2.958","6.8097","0.1431","1005.1906"
"2489","Sell","2.9336","6.8104","-0.0211","1005.1695"
"2490","Sell","2.8911","6.9833","0.1889","1005.3584"
"2491","Sell","2.8411","7.0569","0.0492","1005.4076"
"2492","Sell","2.8123","7.1012","-0.0295","1005.3781"
"2493","Sell","2.8082","7.1301","0.0225","1005.4006"
"2494","Sell","2.8229","7.1257","0.1151","1005.5157"
"2495","Sell","2.7735","7.23","0.0523","1005.568"
"2496","Sell","2.7662","7.218","-0.0335","1005.5345"
"2497","Sell","2.7707","7.1681","-0.1395","1005.395"
"2498","Sell","2.7933","7.1742","0.0397","1005.4347"
"2499","Sell","2.7983","7.1175","-0.0827","1005.352"
"2500","Sell","2.8078","7.1345","0.0323","1005.3843"
"2501","Sell","2.8146","7.0985","-0.0208","1005.3635"
"2502","Sell","2.8329","6.9914","-0.1941","1005.1694"
"2503","Sell","2.8762","6.9902","0.1052","1005.2746"
"2504","Sell","2.8588","7.0315","0.1014","1005.376"
"2505","Sell","2.8684","6.9056","-0.192","1005.184"
"2506","Sell","2.8936","6.9486","0.1067","1005.2907"
"2507","Sell","2.8173","7.1154","0.0465","1005.3372"
"2508","Sell","2.7989","7.1329","-0.0355","1005.3017"
"2509","Sell","2.8104","7.0949","-0.0606","1005.2411"
"2510","Sell","2.8273","7.1166","0.1206","1005.3617"
"2511","Sell","2.8227","7.1217","0.1021","1005.4638"
"2512","Sell","2.8291","7.0861","0.047","1005.5108"
"2513","Sell","2.838","7.0706","0.066","1005.5768"
"2514","Sell","2.8154","7.0321","-0.2019","1005.3749"
"2515","Sell","2.8537","6.9634","-0.1283","1005.2466"
"2516","Sell","2.8705","7.0181","0.1451","1005.3917"
"2517","Sell","2.8542","7.0445","0.1066","1005.4983"
"2518","Sell","2.856","7.0002","-0.0071","1005.4912"
"2519","Sell","2.8658","7.0026","0.0681","1005.5593"
"2520","Sell","2.8645","6.9975","0.0441","1005.6034"
"2521","Sell","2.8626","7.0062","0.0557","1005.6591"
"2522","Sell","2.8563","7.0115","0.0271","1005.6862"
"2523","Sell","2.8277","7.144","0.2008","1005.887"
"2524","Sell","2.8071","7.1262","0.0042","1005.8912"
"2525","Sell","2.8211","7.1171","0.078","1005.9692"
"2526","Sell","2.7825","7.1837","-0.0111","1005.9581"
"2527","Sell","2.7893","7.1745","0.0117","1005.9698"
"2528","Sell","2.7885","7.1769","0.0128","1005.9826"
"2529","Sell","2.7928","7.1455","-0.0441","1005.9385"
"2530","Sell","2.7987","7.1025","-0.1222","1005.8163"
"2531","Sell","2.8245","7.0825","0.0045","1005.8208"
"2532","Sell","2.8292","7.0779","0.0246","1005.8454"
"2533","Sell","2.8216","7.0959","0.0217","1005.8671"
"2534","Sell","2.8298","7.0911","0.0664","1005.9335"
"2535","Sell","2.8023","7.1532","0.0457","1005.9792"
"2536","Sell","2.7969","7.1549","0.0115","1005.9907"
"2537","Sell","2.7952","7.155","0.0","1005.9907"
"2538","Sell","2.8025","7.1588","0.0621","1006.0528"
"2539","Sell","2.8066","7.1564","0.0852","1006.138"
"2540","Sell","2.8","7.1438","0.0028","1006.1408"
"2541","Sell","2.8114","7.1011","-0.0357","1006.1051"
"2542","Sell","2.8019","7.1444","0.0177","1006.1228"
"2543","Sell","2.8011","7.158","0.0503","1006.1731"
"2544","Sell","2.717","7.3652","0.0114","1006.1845"
"2545","Sell","2.7275","7.3602","0.0746","1006.2591"
"2546","Sell","2.7311","7.3519","0.0786","1006.3377"
"2547","Sell","2.7237","7.3516","0.0237","1006.3614"
"2548","Sell","2.7248","7.3469","0.0188","1006.3802"
"2549","Sell","2.7289","7.3065","-0.0613","1006.3189"
"2550","Sell","2.7458","7.286","0.0058","1006.3247"
"2551","Sell","2.7632","7.2118","-0.0726","1006.2521"
"2552","Sell","2.7725","7.2327","0.0526","1006.3047"
"2553","Sell","2.7792","7.2244","0.0777","1006.3824"
"2554","Sell","2.7862","7.0929","-0.2377","1006.1447"
"2555","Sell","2.8162","7.09","-0.0329","1006.1118"
"2556","Sell","2.8023","7.1496","0.0356","1006.1474"
"2557","Sell","2.8063","7.1018","-0.0698","1006.0776"
"2558","Sell","2.8202","7.1058","0.0395","1006.1171"
"2559","Sell","2.815","7.1","-0.0135","1006.1036"
"2560","Sell","2.8191","7.1046","0.0285","1006.1321"
"2561","Sell","2.8329","7.0939","0.0959","1006.228"
"2562","Sell","2.8358","7.0681","0.0437","1006.2717"
"2563","Sell","2.8363","7.0644","0.0369","1006.3086"
"2564","Sell","2.8337","7.0935","0.1008","1006.4094"
"2565","Sell","2.7983","7.1541","0.019","1006.4284"
"2566","Sell","2.8088","7.1394","0.0527","1006.4811"
"2567","Sell","2.8137","7.0803","-0.0784","1006.4027"
"2568","Sell","2.8285","7.0931","0.0624","1006.4651"
"2569","Sell","2.8193","7.0929","-0.0031","1006.462"
"2570","Sell","2.8243","7.0883","0.0198","1006.4818"
"2571","Sell","2.8183","7.0689","-0.0774","1006.4044"
"2572","Sell","2.7871","7.169","-0.0192","1006.3852"
"2573","Sell","2.7894","7.1737","0.0106","1006.3958"
"2574","Sell","2.7651","7.2579","0.0685","1006.4643"
"2575","Sell","2.7874","7.256","0.2253","1006.6896"
"2576","Sell","2.7794","7.2061","0.0289","1006.7185"
"2577","Sell","2.7792","7.214","0.0492","1006.7677"
"2578","Sell","2.7838","7.1872","0.0075","1006.7752"
"2579","Sell","2.7725","7.204","-0.0272","1006.748"
"2580","Sell","2.7897","7.1767","0.0209","1006.7689"
"2581","Sell","2.7866","7.1837","0.0184","1006.7873"
"2582","Sell","2.7849","7.1921","0.029","1006.8163"
"2583","Sell","2.775","7.19","-0.048","1006.7683"
"2584","Sell","2.7784","7.1953","-0.0083","1006.76"
"2585","Sell","2.7787","7.1787","-0.0521","1006.7079"
"2586","Sell","2.8012","7.1609","0.0593","1006.7672"
"2587","Sell","2.8036","7.1455","0.0328","1006.8"
"2588","Sell","2.7864","7.205","0.076","1006.876"
"2589","Sell","2.7872","7.1893","0.0382","1006.9142"
"2590","Sell","2.7941","7.164","0.017","1006.9312"
"2591","Sell","2.7894","7.1671","-0.0078","1006.9234"
"2592","Sell","2.7893","7.1914","0.0588","1006.9822"
"2593","Sell","2.7854","7.1905","0.0284","1007.0106"
"2594","Sell","2.7717","7.174","-0.1158","1006.8948"
"2595","Sell","2.7994","7.1325","-0.0333","1006.8615"
"2596","Sell","2.8051","7.1489","0.0535","1006.915"
"2597","Sell","2.789","7.1783","0.0204","1006.9354"
"2598","Sell","2.8108","7.1301","0.041","1006.9764"
"2599","Sell","2.8078","7.1352","0.034","1007.0104"
"2600","Sell","2.8058","7.1564","0.0796","1007.09"
"2601","Sell","2.7912","7.1746","0.0254","1007.1154"
"2602","Sell","2.7907","7.1669","8.0E-4","1007.1162"
"2603","Sell","2.7901","7.1696","0.0039","1007.1201"
"2604","Sell","2.7538","7.2785","0.0432","1007.1633"
"2605","Sell","2.7383","7.2963","-0.0205","1007.1428"
"2606","Sell","2.726","7.3429","0.0166","1007.1594"
"2607","Sell","2.6986","7.456","0.1208","1007.2802"
"2608","Sell","2.6779","7.3903","-0.2095","1007.0707"
"2609","Sell","2.7064","7.3836","-0.0168","1007.0539"
"2610","Sell","2.7167","7.35","-0.0323","1007.0216"
"2611","Sell","2.7267","7.34","0.0136","1007.0352"
"2612","Sell","2.7242","7.3535","0.0327","1007.0679"
"2613","Sell","2.7314","7.3084","-0.038","1007.0299"
"2614","Sell","2.743","7.3011","0.0266","1007.0565"
"2615","Sell","2.742","7.2771","-0.0463","1007.0102"
"2616","Sell","2.7458","7.3195","0.0979","1007.1081"
"2617","Sell","2.746","7.2891","0.0162","1007.1243"
"2618","Sell","2.7411","7.282","-0.0392","1007.0851"
"2619","Sell","2.74","7.2938","-0.0151","1007.07"
"2620","Sell","2.7486","7.2945","0.0499","1007.1199"
"2621","Sell","2.764","7.2751","0.1085","1007.2284"
"2622","Sell","2.7572","7.2818","0.0771","1007.3055"
"2623","Sell","2.7441","7.3043","0.0439","1007.3494"
"2624","Sell","2.7454","7.2786","-0.0176","1007.3318"
"2625","Sell","2.7484","7.2842","0.0198","1007.3516"
"2626","Sell","2.75","7.2653","-0.0204","1007.3312"
"2627","Sell","2.755","7.2689","0.0256","1007.3568"
"2628","Sell","2.7522","7.2763","0.0259","1007.3827"
"2629","Sell","2.754","7.27","0.0218","1007.4045"
"2630","Sell","2.7531","7.2728","0.0229","1007.4274"
"2631","Sell","2.7342","7.31","-0.0129","1007.4145"
"2632","Sell","2.742","7.2956","0.0047","1007.4192"
"2633","Sell","2.7473","7.259","-0.0576","1007.3616"
"2634","Sell","2.7629","7.251","0.0334","1007.395"
"2635","Sell","2.7738","7.2112","0.0028","1007.3978"
"2636","Sell","2.7815","7.179","-0.0314","1007.3664"
"2637","Sell","2.7872","7.195","0.054","1007.4204"
"2638","Sell","2.7741","7.2231","0.0375","1007.4579"
"2639","Sell","2.7696","7.2143","-0.0191","1007.4388"
"2640","Sell","2.7825","7.2148","0.0747","1007.5135"
"2641","Sell","2.7835","7.2032","0.0498","1007.5633"
"2642","Sell","2.7737","7.2125","0.0055","1007.5688"
"2643","Sell","2.7765","7.2003","-0.0083","1007.5605"
"2644","Sell","2.7848","7.1825","0.0019","1007.5624"
"2645","Sell","2.788","7.1815","0.0223","1007.5847"
"2646","Sell","2.7855","7.1789","-0.0031","1007.5816"
"2647","Sell","2.7877","7.172","-0.0064","1007.5752"
"2648","Sell","2.7954","7.1367","-0.0499","1007.5253"
"2649","Sell","2.7989","7.1329","-0.0355","1007.4898"
"2650","Sell","2.8067","7.1375","0.0331","1007.5229"
"2651","Sell","2.8118","7.15","0.1039","1007.6268"
"2652","Sell","2.793","7.1664","0.0156","1007.6424"
"2653","Sell","2.8002","7.1601","0.0496","1007.692"
"2654","Sell","2.8103","7.1126","-0.0112","1007.6808"
"2655","Sell","2.8135","7.1109","0.0065","1007.6873"
"2656","Sell","2.8112","7.1187","0.0118","1007.6991"
"2657","Sell","2.814","7.1208","0.0383","1007.7374"
"2658","Sell","2.8153","7.1177","0.0386","1007.776"
"2659","Sell","2.8132","7.1209","0.0326","1007.8086"
"2660","Sell","2.819","7.0918","-0.0085","1007.8001"
"2661","Sell","2.8186","7.0467","-0.1383","1007.6618"
"2662","Sell","2.844","7.0434","0.0313","1007.6931"
"2663","Sell","2.8374","7.0473","-0.0037","1007.6894"
"2664","Sell","2.8416","7.0634","0.0712","1007.7606"
"2665","Sell","2.824","7.0887","0.0186","1007.7792"
"2666","Sell","2.8209","7.0934","0.0096","1007.7888"
"2667","Sell","2.8129","7.12","0.0281","1007.8169"
"2668","Sell","2.8126","7.1384","0.0775","1007.8944"
"2669","Sell","2.8097","7.1213","0.0087","1007.9031"
"2670","Sell","2.8071","7.15","0.0709","1007.974"
"2671","Sell","2.8042","7.1442","0.0339","1008.0079"
"2672","Sell","2.8023","7.13","-0.0196","1007.9883"
"2673","Sell","2.8051","7.1193","-0.0297","1007.9586"
"2674","Sell","2.815","7.1182","0.0374","1007.996"
"2675","Sell","2.8147","7.1117","0.0175","1008.0135"
"2676","Sell","2.8001","7.1564","0.0389","1008.0524"
"2677","Sell","2.798","7.1286","-0.0542","1007.9982"
"2678","Sell","2.7928","7.1581","-0.0087","1007.9895"
"2679","Sell","2.8","7.1332","-0.0272","1007.9623"
"2680","Sell","2.8008","7.0666","-0.2079","1007.7544"
"2681","Sell","2.832","7.0784","0.0462","1007.8006"
"2682","Sell","2.8278","7.0628","-0.0277","1007.7729"
"2683","Sell","2.8315","7.0372","-0.0744","1007.6985"
"2684","Sell","2.8331","7.0459","-0.0385","1007.66"
"2685","Sell","2.84","7.0531","0.031","1007.691"
"2686","Sell","2.8223","7.1257","0.1108","1007.8018"
"2687","Sell","2.8175","7.0492","-0.1385","1007.6633"
"2688","Sell","2.8305","7.1114","0.1287","1007.792"
"2689","Sell","2.794","7.1687","0.0291","1007.8211"
"2690","Sell","2.7838","7.199","0.0406","1007.8617"
"2691","Sell","2.7887","7.1767","0.0139","1007.8756"
"2692","Sell","2.7896","7.1865","0.0471","1007.9227"
"2693","Sell","2.7859","7.1929","0.0387","1007.9614"
"2694","Sell","2.7878","7.197","0.064","1008.0254"
"2695","Sell","2.7736","7.23","0.0532","1008.0786"
"2696","Sell","2.7742","7.2089","-0.0011","1008.0775"
"2697","Sell","2.7743","7.1917","-0.0477","1008.0298"
"2698","Sell","2.7875","7.202","0.0757","1008.1055"
"2699","Sell","2.7904","7.1774","0.0279","1008.1334"
"2700","Sell","2.7722","7.2125","-0.0058","1008.1276"
"2701","Sell","2.7757","7.206","0.0017","1008.1293"
"2702","Sell","2.7823","7.2071","0.0519","1008.1812"
"2703","Sell","2.7793","7.215","0.0524","1008.2336"
"2704","Sell","2.7777","7.19","-0.0286","1008.205"
"2705","Sell","2.7839","7.1718","-0.0345","1008.1705"
